"Product title","Product variant title","Product variant SKU","Week","Ending inventory units","Inventory units sold"
"Finley Romper in Deep Teal","Deep Teal / 6-9 Months","10211","2026-04-27",18,0
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Petite",,"2026-04-27",1,0
"Finley Romper in Plum","Plum / 6-9 Months","31116","2026-04-27",112,0
"Finley Romper in Periwinkle","Periwinkle / 3-6 Months",,"2026-04-27",29,0
"Finley Romper in Sage","Sage / Newborn","94230","2026-04-27",-2,0
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","113011","2026-04-27",17,0
"Robes in Plum","Mia Robe / Short","10186","2026-04-27",25,3
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","10265","2026-04-27",-1,0
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Standard","10109","2026-04-27",0,2
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","45102","2026-04-27",16,5
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","62001","2026-04-27",26,1
"Robes in Deep Teal","Laura Robe / Long","10175","2026-04-27",39,13
"Lila Labor & Postpartum Gown in Emerald","Emerald / Curve","10264","2026-04-27",7,4
"Finley Romper in Periwinkle","Periwinkle / 18-24 Months",,"2026-04-27",19,0
"Robes in Sage","Mia Robe / Short","10190","2026-04-27",41,4
"Amelia Labor & Postpartum Gown in Black","Black / Slim Petite","11300","2026-04-27",32,4
"Amelia Labor & Postpartum Gown in Black","Black / Petite","10224","2026-04-27",20,1
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Medium","75009","2026-04-27",23,1
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","10095","2026-04-27",-4,0
"Finley Romper in Black","Black / 3-6 Months","10198","2026-04-27",60,1
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Standard","10228","2026-04-27",50,0
"Robes in Deep Teal","Mia Robe / Short","10196","2026-04-27",45,6
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Curve","101201","2026-04-27",28,7
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","10091","2026-04-27",246,31
"Finley Romper in Midnight Blue","Midnight Blue / 16-24 Months","940221","2026-04-27",25,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Extra Large","75029","2026-04-27",52,1
"Finley Romper in Black","Black / 18-24 Months","10202","2026-04-27",83,0
"Lila Labor & Postpartum Gown in Lilac","Lilac / Slim Petite","20004","2026-04-27",-2,1
"Finley Romper in Vintage Floral","Vintage Floral / 6-9 Months","10218","2026-04-27",6,1
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","10261","2026-04-27",138,5
"Finley Romper in Vintage Floral","Vintage Floral / Newborn","10216","2026-04-27",120,3
"Lila Labor & Postpartum Gown in Lilac","Lilac / Curve","20011","2026-04-27",-1,4
"Finley Romper in Midnight Blue","Midnight Blue / 12-16 Months","940220","2026-04-27",20,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Extra Large","75011","2026-04-27",41,4
"Lila Labor & Postpartum Gown in Black","Black / Standard","10156","2026-04-27",-17,83
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Slim Petite",,"2026-04-27",0,0
"Finley Romper in Vintage Floral","Vintage Floral / 12-18 Months","10220","2026-04-27",11,0
"Finley Romper in Periwinkle","Periwinkle / 9-12 Months",,"2026-04-27",20,0
"Baby Swaddle Set: Sage","Hat & Bow","94562","2026-04-27",22,13
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite",,"2026-04-27",20,1
"Lila Labor & Postpartum Gown in Sage","Sage / Standard","10106","2026-04-27",131,51
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Small","75000","2026-04-27",60,0
"Amelia Labor & Postpartum Gown Lilac","Full Figure","29706","2026-04-27",17,4
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Large","75018","2026-04-27",18,3
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Petite",,"2026-04-27",5,2
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","11302","2026-04-27",15,8
"Finley Romper in Sage","Sage / 6-9 Months","94232","2026-04-27",16,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","2XL","66947","2026-04-27",47,0
"Robes in Black","Laura Robe / Long","10168","2026-04-27",34,12
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","10074","2026-04-27",9,9
"Amelia Labor & Postpartum Gown in Plum","Plum / Curve","10272","2026-04-27",18,2
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","17001","2026-04-27",0,0
"Finley Romper in Periwinkle","Periwinkle / Newborn",,"2026-04-27",-1,0
"Finley Romper in Vintage Floral","Vintage Floral / 9-12 Months","10219","2026-04-27",5,0
"Robes in Dusty Rose","Mia Robe / Short","10184","2026-04-27",23,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Extra Large","75007","2026-04-27",0,0
"Finley Romper in Dusty Rose","Dusty Rose / 6-9 Months","24226","2026-04-27",31,0
"Lila Labor & Postpartum Gown in Sage","Sage / Slim Petite",,"2026-04-27",-1,2
"Finley Romper in Lilac","Lilac / 6-9 Months","94235","2026-04-27",18,0
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","10266","2026-04-27",1,6
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","10101","2026-04-27",0,0
"Finley Romper in Emerald","Emerald / Newborn","94221","2026-04-27",-5,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Small","75026","2026-04-27",37,0
"Baby Swaddle Set: Emerald","Hat & Bow",,"2026-04-27",-3,0
"Lila Labor & Postpartum Gown in Sage","Sage / Full Figure","10107","2026-04-27",4,0
"Lila Labor & Postpartum Gown in Plum","Plum / Full Figure","10104","2026-04-27",0,2
"Robes in Plum","Laura Robe / Long","10166","2026-04-27",1,1
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Full Figure","10229","2026-04-27",28,1
"TENS Unit for Labor","Default Title","20202","2026-04-27",926,36
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","2XL","75022","2026-04-27",52,0
"Finley Romper in Lilac","Lilac / 3-6 Months","94234","2026-04-27",31,0
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Full Figure","45212","2026-04-27",17,2
"Amelia Labor & Postpartum Gown in Sage","Sage / Curve","10273","2026-04-27",9,0
"Finley Romper in Periwinkle","Periwinkle / 6-9 Months",,"2026-04-27",44,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Extra Large","66946","2026-04-27",46,0
"Finley Romper in Black","Black / 12-18 Months","10201","2026-04-27",40,0
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","12235","2026-04-27",16,2
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","17003","2026-04-27",14,0
"Finley Romper in Midnight Blue","Midnight Blue / 6-9 Months","940218","2026-04-27",25,0
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","12234","2026-04-27",14,3
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","10271","2026-04-27",19,2
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Large","66945","2026-04-27",32,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Small","75004","2026-04-27",59,0
"Finley Romper in Deep Teal","Deep Teal / 3-6 Months","10210","2026-04-27",0,0
"Finley Romper in Vintage Floral","Vintage Floral / 3-6 Months","10217","2026-04-27",12,3
"Finley Romper in Periwinkle","Periwinkle / 12-18 Months",,"2026-04-27",19,0
"Amelia Labor & Postpartum Gown in Plum","Plum / Slim Petite","10233","2026-04-27",5,4
"Baby Swaddle Set: Black","Hat & Bow","10123","2026-04-27",127,4
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","62000","2026-04-27",20,10
"Finley Romper in Midnight Blue","Midnight Blue / 3-6 Months","940217","2026-04-27",-2,0
"Lila Labor & Postpartum Gown in Emerald","Emerald / Full Figure","10098","2026-04-27",0,0
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","20114","2026-04-27",-1,0
"Finley Romper in Plum","Plum / Newborn","31114","2026-04-27",74,1
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","10073","2026-04-27",15,2
"Robes in Emerald","Laura Robe / Long","10162","2026-04-27",21,4
"Robes in Midnight Blue","Laura Robe / Long","10904","2026-04-27",70,5
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","10100","2026-04-27",-4,0
"Amelia Labor & Postpartum Gown in Sage","Sage / Petite","10227","2026-04-27",40,0
"Baby Swaddle Set: Deep Teal","Hat & Bow","10024","2026-04-27",0,5
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","2XL","75021","2026-04-27",19,2
"Amelia Labor & Postpartum Gown in Black","Black / Full Figure","10223","2026-04-27",16,5
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Slim Petite",,"2026-05-04",7,0
"Lila Labor & Postpartum Gown in Black","Black / Standard","10156","2026-05-04",404,140
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Small","75000","2026-05-04",59,1
"Finley Romper in Deep Teal","Deep Teal / 3-6 Months","10210","2026-05-04",0,0
"Finley Romper in Vintage Floral","Vintage Floral / 3-6 Months","10217","2026-05-04",11,0
"Finley Romper in Black","Black / Newborn","10197","2026-05-04",94,4
"Lila Labor & Postpartum Gown in Sage","Sage / Standard","10106","2026-05-04",87,46
"Finley Romper in Emerald","Emerald / Newborn","94221","2026-05-04",-5,0
"Finley Romper in Plum","Plum / Newborn","31114","2026-05-04",71,3
"Finley Romper in Lilac","Lilac / Newborn","94233","2026-05-04",17,0
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","107779","2026-05-04",-1,1
"Amelia Labor & Postpartum Gown Lilac","Slim Petite","11307","2026-05-04",49,1
"Robes in Periwinkle","Laura Robe / Long","10172","2026-05-04",27,8
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","2XL","75023","2026-05-04",8,3
"Amelia Labor & Postpartum Gown Lilac","Standard","29705","2026-05-04",19,4
"Baby Swaddle Set: Plum","Hat",,"2026-05-04",-3,22
"Lila Labor & Postpartum Gown in Plum","Plum / Slim Petite","20119","2026-05-04",0,1
"Baby Swaddle Set: Sage","Hat & Bow","94562","2026-05-04",-9,21
"Finley Romper in Vintage Floral","Vintage Floral / 12-18 Months","10220","2026-05-04",11,0
"Finley Romper in Periwinkle","Periwinkle / 9-12 Months",,"2026-05-04",20,0
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","107778","2026-05-04",1,0
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","12235","2026-05-04",15,5
"Baby Swaddle Set: Midnight Blue","Hat & Bow",,"2026-05-04",6,18
"Finley Romper in Dusty Rose","Dusty Rose / 3-6 Months","24225","2026-05-04",99,0
"Finley Romper in Black","Black / 6-9 Months","10199","2026-05-04",3,0
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","45101","2026-05-04",-4,9
"Finley Romper in Plum","Plum / 3-6 Months","31115","2026-05-04",-1,0
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","10073","2026-05-04",11,12
"Finley Romper in Midnight Blue","Midnight Blue / 16-24 Months","940221","2026-05-04",25,0
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","11302","2026-05-04",11,11
"Finley Romper in Periwinkle","Periwinkle / 6-9 Months",,"2026-05-04",44,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Large","75006","2026-05-04",13,4
"Finley Romper in Emerald","Emerald / 18-24 Months",,"2026-05-04",3,0
"Robes in Midnight Blue","Mia Robe / Short",,"2026-05-04",78,1
"Robes in Black","Mia Robe / Short","10188","2026-05-04",42,7
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Extra Large","75029","2026-05-04",51,1
"Amelia Labor & Postpartum Gown Lilac","Full Figure","29706","2026-05-04",15,8
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Large","75018","2026-05-04",13,5
"Amelia Labor & Postpartum Gown in Black","Black / Slim Petite","11300","2026-05-04",29,3
"Robes in Sage","Mia Robe / Short","10190","2026-05-04",33,8
"Lila Labor & Postpartum Gown in Black","Black / Slim Petite","10303","2026-05-04",-1,21
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Medium","75027","2026-05-04",41,2
"Finley Romper in Emerald","Emerald / 3-6 Months","94222","2026-05-04",72,0
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","10275","2026-05-04",7,1
"Amelia Labor & Postpartum Gown Lilac","Curve","29707","2026-05-04",22,1
"Finley Romper in Black","Black / 12-18 Months","10201","2026-05-04",40,0
"Robes in Periwinkle","Mia Robe / Short","10192","2026-05-04",0,0
"Amelia Labor & Postpartum Gown in Black","Black / Standard","10222","2026-05-04",-6,7
"Amelia Labor & Postpartum Gown in Plum","Plum / Slim Petite","10233","2026-05-04",29,4
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite",,"2026-05-04",8,5
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Extra Large","75007","2026-05-04",0,0
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","10261","2026-05-04",147,11
"Finley Romper in Vintage Floral","Vintage Floral / 6-9 Months","10218","2026-05-04",6,0
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","10094","2026-05-04",87,35
"Lila Labor & Postpartum Gown in Emerald","Emerald / Slim Petite",,"2026-05-04",17,8
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","10271","2026-05-04",33,3
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","62001","2026-05-04",18,11
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","10095","2026-05-04",63,8
"Finley Romper in Midnight Blue","Midnight Blue / 3-6 Months","940217","2026-05-04",-2,0
"Baby Swaddle Set: Black","Hat & Bow","10123","2026-05-04",122,5
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","942229","2026-05-04",0,8
"Finley Romper in Lilac","Lilac / 6-9 Months","94235","2026-05-04",18,0
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","107780","2026-05-04",15,2
"Finley Romper in Periwinkle","Periwinkle / 12-18 Months",,"2026-05-04",19,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Large","75010","2026-05-04",29,10
"Amelia Labor & Postpartum Gown in Sage","Sage / Full Figure","10226","2026-05-04",42,0
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","113011","2026-05-04",45,3
"Amelia Labor & Postpartum Gown in Sage","Sage / Standard","10225","2026-05-04",70,4
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","2XL","75024","2026-05-04",13,6
"Robes in Midnight Blue","Laura Robe / Long","10904","2026-05-04",65,5
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","10074","2026-05-04",19,5
"Amelia Labor & Postpartum Gown in Plum","Plum / Curve","10272","2026-05-04",28,4
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","17001","2026-05-04",0,0
"Lila Labor & Postpartum Gown in Sage","Sage / Full Figure","10107","2026-05-04",7,7
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","940209","2026-05-04",1,39
"Lila Labor & Postpartum Gown in Lilac","Lilac / Standard","20005","2026-05-04",82,24
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","62000","2026-05-04",12,11
"Lila Labor & Postpartum Gown in Lilac","Lilac / Full Figure","20006","2026-05-04",1,0
"Amelia Labor & Postpartum Gown in Black","Black / Curve","10270","2026-05-04",19,6
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","75002","2026-05-04",62,4
"Lila Labor & Postpartum Gown in Emerald","Emerald / Standard","10097","2026-05-04",10,13
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Medium","75017","2026-05-04",22,1
"Finley Romper in Midnight Blue","Midnight Blue / 9-12 Months","940219","2026-05-04",31,0
"Baby Swaddle Set: Periwinkle","Hat & Bow",,"2026-05-04",9,19
"Robes in Dusty Rose","Laura Robe / Long","10164","2026-05-04",11,5
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Petite",,"2026-05-04",1,0
"Finley Romper in Plum","Plum / 6-9 Months","31116","2026-05-04",112,0
"Finley Romper in Vintage Floral","Vintage Floral / 9-12 Months","10219","2026-05-04",5,0
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","10100","2026-05-04",-2,1
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Curve","10274","2026-05-04",33,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Small","75016","2026-05-04",44,1
"Lila Labor & Postpartum Gown in Black","Black / Full Figure","10112","2026-05-04",220,49
"Robes in Dusty Rose","Mia Robe / Short","10184","2026-05-04",18,5
"Finley Romper in Midnight Blue","Midnight Blue / 12-16 Months","940220","2026-05-04",20,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","2XL","75022","2026-05-04",47,5
"Lila Labor & Postpartum Gown in Emerald","Emerald / Full Figure","10098","2026-05-04",47,4
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","20114","2026-05-04",7,19
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","10276","2026-05-04",18,4
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Medium","75001","2026-05-04",29,6
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Small","75008","2026-05-04",20,1
"Robes in Plum","Laura Robe / Long","10166","2026-05-04",1,0
"Lila Labor & Postpartum Gown in Plum","Plum / Full Figure","10104","2026-05-04",88,15
"Finley Romper in Black","Black / 18-24 Months","10202","2026-05-04",83,0
"Amelia Labor & Postpartum Gown in Plum","Plum / Standard","10231","2026-05-04",20,18
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Extra Large","75011","2026-05-04",35,6
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","17003","2026-05-04",14,0
"Finley Romper in Midnight Blue","Midnight Blue / 6-9 Months","940218","2026-05-04",23,2
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","12234","2026-05-04",15,7
"Baby Swaddle Set: Lilac","Hat & Bow",,"2026-05-04",146,0
"TENS Unit for Labor","Default Title","20202","2026-05-04",760,167
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Full Figure","10229","2026-05-04",45,1
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Standard","10228","2026-05-04",85,2
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","45102","2026-05-04",1,20
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Standard","10109","2026-05-04",68,32
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","17002","2026-05-04",0,0
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","10265","2026-05-04",15,7
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Petite","10230","2026-05-04",66,1
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Extra Large","66946","2026-05-04",44,2
